Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,In stock?,Stock,Regular price,Sale price,Categories,Tags,Images,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global
variation,AXD-MEN-PCK-GRN-S,AXDORO Heavyweight Chest-Pocket Street Tee - Forest Green - S,1,0,visible,,,1,25,1249,949,,,,AXD-MEN-PCK-GRN,Size,S,0,1,Color,Forest Green,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-PCK-GRN-M,AXDORO Heavyweight Chest-Pocket Street Tee - Forest Green - M,1,0,visible,,,1,25,1249,949,,,,AXD-MEN-PCK-GRN,Size,M,0,1,Color,Forest Green,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-PCK-GRN-L,AXDORO Heavyweight Chest-Pocket Street Tee - Forest Green - L,1,0,visible,,,1,25,1249,949,,,,AXD-MEN-PCK-GRN,Size,L,0,1,Color,Forest Green,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-PCK-GRN-XL,AXDORO Heavyweight Chest-Pocket Street Tee - Forest Green - XL,1,0,visible,,,1,25,1249,949,,,,AXD-MEN-PCK-GRN,Size,XL,0,1,Color,Forest Green,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-PCK-GRN-XXL,AXDORO Heavyweight Chest-Pocket Street Tee - Forest Green - XXL,1,0,visible,,,1,25,1249,949,,,,AXD-MEN-PCK-GRN,Size,XXL,0,1,Color,Forest Green,0,1,Fabric,240 GSM Cotton,0,1
variable,AXD-MEN-ACD-RED,AXDORO Acid Wash Mineral Sun-Fade Street Tee - Rust Red,1,0,visible,AXDORO Acid Wash Mineral Sun-Fade Street Tee - Rust Red. Crafted from premium 240 GSM combed cotton with structured masculine drape.,"<p>AXDORO Acid Wash Mineral Sun-Fade Street Tee - Rust Red. Crafted from premium 240 GSM combed cotton with structured masculine drape.</p><p>Crafted from substantial 240 GSM heavyweight cotton. Engineered with relaxed masculine drop-shoulder silhouette, reinforced ribbed collar, and durable double-needle stitching.</p><ul><li>Fabric: 240 GSM Cotton</li><li>Fit: Men's Relaxed Streetwear</li><li>Care: Machine wash cold, dry flat in shade</li></ul>",1,,1399,1099,"Men's T-Shirts, Acid & Vintage Wash","menswear, men's t-shirts, 240 gsm, oversized, heavyweight, terracotta",/images/men_burgundy_tee.jpg,,Size,"M, L, XL, XXL",1,1,Color,Terracotta,1,1,Fabric,240 GSM Cotton,1,1
variation,AXD-MEN-ACD-RED-M,AXDORO Acid Wash Mineral Sun-Fade Street Tee - Rust Red - M,1,0,visible,,,1,25,1399,1099,,,,AXD-MEN-ACD-RED,Size,M,0,1,Color,Terracotta,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-ACD-RED-L,AXDORO Acid Wash Mineral Sun-Fade Street Tee - Rust Red - L,1,0,visible,,,1,25,1399,1099,,,,AXD-MEN-ACD-RED,Size,L,0,1,Color,Terracotta,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-ACD-RED-XL,AXDORO Acid Wash Mineral Sun-Fade Street Tee - Rust Red - XL,1,0,visible,,,1,25,1399,1099,,,,AXD-MEN-ACD-RED,Size,XL,0,1,Color,Terracotta,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-ACD-RED-XXL,AXDORO Acid Wash Mineral Sun-Fade Street Tee - Rust Red - XXL,1,0,visible,,,1,25,1399,1099,,,,AXD-MEN-ACD-RED,Size,XXL,0,1,Color,Terracotta,0,1,Fabric,240 GSM Cotton,0,1
variable,AXD-MEN-MCK-BLK,AXDORO 240 GSM Mock-Neck Heavy Street Tee - Jet Black,1,1,visible,AXDORO 240 GSM Mock-Neck Heavy Street Tee - Jet Black. Crafted from premium 240 GSM combed cotton with structured masculine drape.,"<p>AXDORO 240 GSM Mock-Neck Heavy Street Tee - Jet Black. Crafted from premium 240 GSM combed cotton with structured masculine drape.</p><p>Crafted from substantial 240 GSM heavyweight cotton. Engineered with relaxed masculine drop-shoulder silhouette, reinforced ribbed collar, and durable double-needle stitching.</p><ul><li>Fabric: 240 GSM Cotton</li><li>Fit: Men's Relaxed Streetwear</li><li>Care: Machine wash cold, dry flat in shade</li></ul>",1,,1299,999,"Men's T-Shirts, Heavy Plain & Pocket","menswear, men's t-shirts, 240 gsm, oversized, heavyweight, jet black",https://images.unsplash.com/photo-1583743814966-8936f5b7be1a?auto=format&fit=crop&w=800&q=80,,Size,"S, M, L, XL, XXL",1,1,Color,Jet Black,1,1,Fabric,240 GSM Cotton,1,1
variation,AXD-MEN-MCK-BLK-S,AXDORO 240 GSM Mock-Neck Heavy Street Tee - Jet Black - S,1,0,visible,,,1,25,1299,999,,,,AXD-MEN-MCK-BLK,Size,S,0,1,Color,Jet Black,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-MCK-BLK-M,AXDORO 240 GSM Mock-Neck Heavy Street Tee - Jet Black - M,1,0,visible,,,1,25,1299,999,,,,AXD-MEN-MCK-BLK,Size,M,0,1,Color,Jet Black,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-MCK-BLK-L,AXDORO 240 GSM Mock-Neck Heavy Street Tee - Jet Black - L,1,0,visible,,,1,25,1299,999,,,,AXD-MEN-MCK-BLK,Size,L,0,1,Color,Jet Black,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-MCK-BLK-XL,AXDORO 240 GSM Mock-Neck Heavy Street Tee - Jet Black - XL,1,0,visible,,,1,25,1299,999,,,,AXD-MEN-MCK-BLK,Size,XL,0,1,Color,Jet Black,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-MCK-BLK-XXL,AXDORO 240 GSM Mock-Neck Heavy Street Tee - Jet Black - XXL,1,0,visible,,,1,25,1299,999,,,,AXD-MEN-MCK-BLK,Size,XXL,0,1,Color,Jet Black,0,1,Fabric,240 GSM Cotton,0,1
variable,AXD-MEN-GRP-TKY,AXDORO Tokyo Drift Cyber Graphic Oversized Tee - Washed Grey,1,1,visible,AXDORO Tokyo Drift Cyber Graphic Oversized Tee - Washed Grey. Crafted from premium 240 GSM combed cotton with structured masculine drape.,"<p>AXDORO Tokyo Drift Cyber Graphic Oversized Tee - Washed Grey. Crafted from premium 240 GSM combed cotton with structured masculine drape.</p><p>Crafted from substantial 240 GSM heavyweight cotton. Engineered with relaxed masculine drop-shoulder silhouette, reinforced ribbed collar, and durable double-needle stitching.</p><ul><li>Fabric: 240 GSM Cotton</li><li>Fit: Men's Relaxed Streetwear</li><li>Care: Machine wash cold, dry flat in shade</li></ul>",1,,1499,1199,"Men's T-Shirts, Graphic & Back-Print","menswear, men's t-shirts, 240 gsm, oversized, heavyweight, charcoal grey",https://images.unsplash.com/photo-1529374255404-311a2a4f1fd9?auto=format&fit=crop&w=800&q=80,,Size,"S, M, L, XL, XXL",1,1,Color,Charcoal Grey,1,1,Fabric,240 GSM Cotton,1,1
variation,AXD-MEN-GRP-TKY-S,AXDORO Tokyo Drift Cyber Graphic Oversized Tee - Washed Grey - S,1,0,visible,,,1,25,1499,1199,,,,AXD-MEN-GRP-TKY,Size,S,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-GRP-TKY-M,AXDORO Tokyo Drift Cyber Graphic Oversized Tee - Washed Grey - M,1,0,visible,,,1,25,1499,1199,,,,AXD-MEN-GRP-TKY,Size,M,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-GRP-TKY-L,AXDORO Tokyo Drift Cyber Graphic Oversized Tee - Washed Grey - L,1,0,visible,,,1,25,1499,1199,,,,AXD-MEN-GRP-TKY,Size,L,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-GRP-TKY-XL,AXDORO Tokyo Drift Cyber Graphic Oversized Tee - Washed Grey - XL,1,0,visible,,,1,25,1499,1199,,,,AXD-MEN-GRP-TKY,Size,XL,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-GRP-TKY-XXL,AXDORO Tokyo Drift Cyber Graphic Oversized Tee - Washed Grey - XXL,1,0,visible,,,1,25,1499,1199,,,,AXD-MEN-GRP-TKY,Size,XXL,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
variable,AXD-MEN-DRP-BUR,AXDORO 240 GSM Boxy Drop Tee - Deep Burgundy,1,0,visible,AXDORO 240 GSM Boxy Drop Tee - Deep Burgundy. Crafted from premium 240 GSM combed cotton with structured masculine drape.,"<p>AXDORO 240 GSM Boxy Drop Tee - Deep Burgundy. Crafted from premium 240 GSM combed cotton with structured masculine drape.</p><p>Crafted from substantial 240 GSM heavyweight cotton. Engineered with relaxed masculine drop-shoulder silhouette, reinforced ribbed collar, and durable double-needle stitching.</p><ul><li>Fabric: 240 GSM Cotton</li><li>Fit: Men's Relaxed Streetwear</li><li>Care: Machine wash cold, dry flat in shade</li></ul>",1,,1299,999,"Men's T-Shirts, Oversized Tees","menswear, men's t-shirts, 240 gsm, oversized, heavyweight, terracotta",/images/men_burgundy_tee.jpg,,Size,"S, M, L, XL",1,1,Color,Terracotta,1,1,Fabric,240 GSM Cotton,1,1
variation,AXD-MEN-DRP-BUR-S,AXDORO 240 GSM Boxy Drop Tee - Deep Burgundy - S,1,0,visible,,,1,25,1299,999,,,,AXD-MEN-DRP-BUR,Size,S,0,1,Color,Terracotta,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-DRP-BUR-M,AXDORO 240 GSM Boxy Drop Tee - Deep Burgundy - M,1,0,visible,,,1,25,1299,999,,,,AXD-MEN-DRP-BUR,Size,M,0,1,Color,Terracotta,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-DRP-BUR-L,AXDORO 240 GSM Boxy Drop Tee - Deep Burgundy - L,1,0,visible,,,1,25,1299,999,,,,AXD-MEN-DRP-BUR,Size,L,0,1,Color,Terracotta,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-DRP-BUR-XL,AXDORO 240 GSM Boxy Drop Tee - Deep Burgundy - XL,1,0,visible,,,1,25,1299,999,,,,AXD-MEN-DRP-BUR,Size,XL,0,1,Color,Terracotta,0,1,Fabric,240 GSM Cotton,0,1
variable,AXD-MEN-MSL-BLK,AXDORO Boxy Wide-Sleeve Raw Cut Street Tee - Jet Black,1,0,visible,AXDORO Boxy Wide-Sleeve Raw Cut Street Tee - Jet Black. Crafted from premium 240 GSM combed cotton with structured masculine drape.,"<p>AXDORO Boxy Wide-Sleeve Raw Cut Street Tee - Jet Black. Crafted from premium 240 GSM combed cotton with structured masculine drape.</p><p>Crafted from substantial 240 GSM heavyweight cotton. Engineered with relaxed masculine drop-shoulder silhouette, reinforced ribbed collar, and durable double-needle stitching.</p><ul><li>Fabric: 240 GSM Cotton</li><li>Fit: Men's Relaxed Streetwear</li><li>Care: Machine wash cold, dry flat in shade</li></ul>",1,,1199,899,"Men's T-Shirts, Boxy Half Sleeve","menswear, men's t-shirts, 240 gsm, oversized, heavyweight, jet black",https://images.unsplash.com/photo-1503341504253-dff4815485f1?auto=format&fit=crop&w=800&q=80,,Size,"S, M, L, XL, XXL",1,1,Color,Jet Black,1,1,Fabric,240 GSM Cotton,1,1
variation,AXD-MEN-MSL-BLK-S,AXDORO Boxy Wide-Sleeve Raw Cut Street Tee - Jet Black - S,1,0,visible,,,1,25,1199,899,,,,AXD-MEN-MSL-BLK,Size,S,0,1,Color,Jet Black,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-MSL-BLK-M,AXDORO Boxy Wide-Sleeve Raw Cut Street Tee - Jet Black - M,1,0,visible,,,1,25,1199,899,,,,AXD-MEN-MSL-BLK,Size,M,0,1,Color,Jet Black,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-MSL-BLK-L,AXDORO Boxy Wide-Sleeve Raw Cut Street Tee - Jet Black - L,1,0,visible,,,1,25,1199,899,,,,AXD-MEN-MSL-BLK,Size,L,0,1,Color,Jet Black,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-MSL-BLK-XL,AXDORO Boxy Wide-Sleeve Raw Cut Street Tee - Jet Black - XL,1,0,visible,,,1,25,1199,899,,,,AXD-MEN-MSL-BLK,Size,XL,0,1,Color,Jet Black,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-MSL-BLK-XXL,AXDORO Boxy Wide-Sleeve Raw Cut Street Tee - Jet Black - XXL,1,0,visible,,,1,25,1199,899,,,,AXD-MEN-MSL-BLK,Size,XXL,0,1,Color,Jet Black,0,1,Fabric,240 GSM Cotton,0,1
variable,AXD-MEN-NVY-HVY,AXDORO 240 GSM Heavyweight Core Crewneck Tee - Deep Navy,1,0,visible,AXDORO 240 GSM Heavyweight Core Crewneck Tee - Deep Navy. Crafted from premium 240 GSM combed cotton with structured masculine drape.,"<p>AXDORO 240 GSM Heavyweight Core Crewneck Tee - Deep Navy. Crafted from premium 240 GSM combed cotton with structured masculine drape.</p><p>Crafted from substantial 240 GSM heavyweight cotton. Engineered with relaxed masculine drop-shoulder silhouette, reinforced ribbed collar, and durable double-needle stitching.</p><ul><li>Fabric: 240 GSM Cotton</li><li>Fit: Men's Relaxed Streetwear</li><li>Care: Machine wash cold, dry flat in shade</li></ul>",0,,1249,949,"Men's T-Shirts, Heavy Plain & Pocket","menswear, men's t-shirts, 240 gsm, oversized, heavyweight, cobalt blue",/images/men_navy_tee.jpg,,Size,"S, M, L, XL",1,1,Color,Cobalt Blue,1,1,Fabric,240 GSM Cotton,1,1
variation,AXD-MEN-NVY-HVY-S,AXDORO 240 GSM Heavyweight Core Crewneck Tee - Deep Navy - S,1,0,visible,,,0,0,1249,949,,,,AXD-MEN-NVY-HVY,Size,S,0,1,Color,Cobalt Blue,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-NVY-HVY-M,AXDORO 240 GSM Heavyweight Core Crewneck Tee - Deep Navy - M,1,0,visible,,,0,0,1249,949,,,,AXD-MEN-NVY-HVY,Size,M,0,1,Color,Cobalt Blue,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-NVY-HVY-L,AXDORO 240 GSM Heavyweight Core Crewneck Tee - Deep Navy - L,1,0,visible,,,0,0,1249,949,,,,AXD-MEN-NVY-HVY,Size,L,0,1,Color,Cobalt Blue,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-NVY-HVY-XL,AXDORO 240 GSM Heavyweight Core Crewneck Tee - Deep Navy - XL,1,0,visible,,,0,0,1249,949,,,,AXD-MEN-NVY-HVY,Size,XL,0,1,Color,Cobalt Blue,0,1,Fabric,240 GSM Cotton,0,1
variable,AXD-MEN-GRP-ABS,AXDORO Abstract Geometry Heavy Street Tee - Off-White,1,0,visible,AXDORO Abstract Geometry Heavy Street Tee - Off-White. Crafted from premium 240 GSM combed cotton with structured masculine drape.,"<p>AXDORO Abstract Geometry Heavy Street Tee - Off-White. Crafted from premium 240 GSM combed cotton with structured masculine drape.</p><p>Crafted from substantial 240 GSM heavyweight cotton. Engineered with relaxed masculine drop-shoulder silhouette, reinforced ribbed collar, and durable double-needle stitching.</p><ul><li>Fabric: 240 GSM Cotton</li><li>Fit: Men's Relaxed Streetwear</li><li>Care: Machine wash cold, dry flat in shade</li></ul>",1,,1399,1099,"Men's T-Shirts, Graphic & Back-Print","menswear, men's t-shirts, 240 gsm, oversized, heavyweight, vintage off-white",https://images.unsplash.com/photo-1588731234159-8b9963143fca?auto=format&fit=crop&w=800&q=80,,Size,"XS, S, M, L, XL",1,1,Color,Vintage Off-White,1,1,Fabric,240 GSM Cotton,1,1
variation,AXD-MEN-GRP-ABS-XS,AXDORO Abstract Geometry Heavy Street Tee - Off-White - XS,1,0,visible,,,1,25,1399,1099,,,,AXD-MEN-GRP-ABS,Size,XS,0,1,Color,Vintage Off-White,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-GRP-ABS-S,AXDORO Abstract Geometry Heavy Street Tee - Off-White - S,1,0,visible,,,1,25,1399,1099,,,,AXD-MEN-GRP-ABS,Size,S,0,1,Color,Vintage Off-White,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-GRP-ABS-M,AXDORO Abstract Geometry Heavy Street Tee - Off-White - M,1,0,visible,,,1,25,1399,1099,,,,AXD-MEN-GRP-ABS,Size,M,0,1,Color,Vintage Off-White,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-GRP-ABS-L,AXDORO Abstract Geometry Heavy Street Tee - Off-White - L,1,0,visible,,,1,25,1399,1099,,,,AXD-MEN-GRP-ABS,Size,L,0,1,Color,Vintage Off-White,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-GRP-ABS-XL,AXDORO Abstract Geometry Heavy Street Tee - Off-White - XL,1,0,visible,,,1,25,1399,1099,,,,AXD-MEN-GRP-ABS,Size,XL,0,1,Color,Vintage Off-White,0,1,Fabric,240 GSM Cotton,0,1
variable,AXD-MEN-ACD-OLV,AXDORO Military Olive Acid Wash Street Tee - Olive Dust,1,1,visible,AXDORO Military Olive Acid Wash Street Tee - Olive Dust. Crafted from premium 240 GSM combed cotton with structured masculine drape.,"<p>AXDORO Military Olive Acid Wash Street Tee - Olive Dust. Crafted from premium 240 GSM combed cotton with structured masculine drape.</p><p>Crafted from substantial 240 GSM heavyweight cotton. Engineered with relaxed masculine drop-shoulder silhouette, reinforced ribbed collar, and durable double-needle stitching.</p><ul><li>Fabric: 240 GSM Cotton</li><li>Fit: Men's Relaxed Streetwear</li><li>Care: Machine wash cold, dry flat in shade</li></ul>",1,,1399,1099,"Men's T-Shirts, Acid & Vintage Wash","menswear, men's t-shirts, 240 gsm, oversized, heavyweight, sage olive",/images/men_olive_acid_tee.jpg,,Size,"S, M, L, XL, XXL",1,1,Color,Sage Olive,1,1,Fabric,240 GSM Cotton,1,1
variation,AXD-MEN-ACD-OLV-S,AXDORO Military Olive Acid Wash Street Tee - Olive Dust - S,1,0,visible,,,1,25,1399,1099,,,,AXD-MEN-ACD-OLV,Size,S,0,1,Color,Sage Olive,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-ACD-OLV-M,AXDORO Military Olive Acid Wash Street Tee - Olive Dust - M,1,0,visible,,,1,25,1399,1099,,,,AXD-MEN-ACD-OLV,Size,M,0,1,Color,Sage Olive,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-ACD-OLV-L,AXDORO Military Olive Acid Wash Street Tee - Olive Dust - L,1,0,visible,,,1,25,1399,1099,,,,AXD-MEN-ACD-OLV,Size,L,0,1,Color,Sage Olive,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-ACD-OLV-XL,AXDORO Military Olive Acid Wash Street Tee - Olive Dust - XL,1,0,visible,,,1,25,1399,1099,,,,AXD-MEN-ACD-OLV,Size,XL,0,1,Color,Sage Olive,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-ACD-OLV-XXL,AXDORO Military Olive Acid Wash Street Tee - Olive Dust - XXL,1,0,visible,,,1,25,1399,1099,,,,AXD-MEN-ACD-OLV,Size,XXL,0,1,Color,Sage Olive,0,1,Fabric,240 GSM Cotton,0,1
variable,AXD-MEN-STC-BLK,AXDORO Contrast Stitch Boxy Drop Tee - Black & Sand,1,0,visible,AXDORO Contrast Stitch Boxy Drop Tee - Black & Sand. Crafted from premium 240 GSM combed cotton with structured masculine drape.,"<p>AXDORO Contrast Stitch Boxy Drop Tee - Black & Sand. Crafted from premium 240 GSM combed cotton with structured masculine drape.</p><p>Crafted from substantial 240 GSM heavyweight cotton. Engineered with relaxed masculine drop-shoulder silhouette, reinforced ribbed collar, and durable double-needle stitching.</p><ul><li>Fabric: 240 GSM Cotton</li><li>Fit: Men's Relaxed Streetwear</li><li>Care: Machine wash cold, dry flat in shade</li></ul>",0,,1349,1049,"Men's T-Shirts, Oversized Tees","menswear, men's t-shirts, 240 gsm, oversized, heavyweight, jet black",https://images.unsplash.com/photo-1576871337622-98d48d1cf531?auto=format&fit=crop&w=800&q=80,,Size,"S, M, L, XL, XXL",1,1,Color,Jet Black,1,1,Fabric,240 GSM Cotton,1,1
variation,AXD-MEN-STC-BLK-S,AXDORO Contrast Stitch Boxy Drop Tee - Black & Sand - S,1,0,visible,,,0,0,1349,1049,,,,AXD-MEN-STC-BLK,Size,S,0,1,Color,Jet Black,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-STC-BLK-M,AXDORO Contrast Stitch Boxy Drop Tee - Black & Sand - M,1,0,visible,,,0,0,1349,1049,,,,AXD-MEN-STC-BLK,Size,M,0,1,Color,Jet Black,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-STC-BLK-L,AXDORO Contrast Stitch Boxy Drop Tee - Black & Sand - L,1,0,visible,,,0,0,1349,1049,,,,AXD-MEN-STC-BLK,Size,L,0,1,Color,Jet Black,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-STC-BLK-XL,AXDORO Contrast Stitch Boxy Drop Tee - Black & Sand - XL,1,0,visible,,,0,0,1349,1049,,,,AXD-MEN-STC-BLK,Size,XL,0,1,Color,Jet Black,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-STC-BLK-XXL,AXDORO Contrast Stitch Boxy Drop Tee - Black & Sand - XXL,1,0,visible,,,0,0,1349,1049,,,,AXD-MEN-STC-BLK,Size,XXL,0,1,Color,Jet Black,0,1,Fabric,240 GSM Cotton,0,1
variable,AXD-MEN-MIN-NVY,AXDORO Heavy Minimalist Drop-Shoulder Tee - Midnight Navy,1,0,visible,AXDORO Heavy Minimalist Drop-Shoulder Tee - Midnight Navy. Crafted from premium 240 GSM combed cotton with structured masculine drape.,"<p>AXDORO Heavy Minimalist Drop-Shoulder Tee - Midnight Navy. Crafted from premium 240 GSM combed cotton with structured masculine drape.</p><p>Crafted from substantial 240 GSM heavyweight cotton. Engineered with relaxed masculine drop-shoulder silhouette, reinforced ribbed collar, and durable double-needle stitching.</p><ul><li>Fabric: 240 GSM Cotton</li><li>Fit: Men's Relaxed Streetwear</li><li>Care: Machine wash cold, dry flat in shade</li></ul>",1,,1249,949,"Men's T-Shirts, Boxy Half Sleeve","menswear, men's t-shirts, 240 gsm, oversized, heavyweight, cobalt blue",/images/men_navy_tee.jpg,,Size,"S, M, L, XL, XXL",1,1,Color,Cobalt Blue,1,1,Fabric,240 GSM Cotton,1,1
variation,AXD-MEN-MIN-NVY-S,AXDORO Heavy Minimalist Drop-Shoulder Tee - Midnight Navy - S,1,0,visible,,,1,25,1249,949,,,,AXD-MEN-MIN-NVY,Size,S,0,1,Color,Cobalt Blue,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-MIN-NVY-M,AXDORO Heavy Minimalist Drop-Shoulder Tee - Midnight Navy - M,1,0,visible,,,1,25,1249,949,,,,AXD-MEN-MIN-NVY,Size,M,0,1,Color,Cobalt Blue,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-MIN-NVY-L,AXDORO Heavy Minimalist Drop-Shoulder Tee - Midnight Navy - L,1,0,visible,,,1,25,1249,949,,,,AXD-MEN-MIN-NVY,Size,L,0,1,Color,Cobalt Blue,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-MIN-NVY-XL,AXDORO Heavy Minimalist Drop-Shoulder Tee - Midnight Navy - XL,1,0,visible,,,1,25,1249,949,,,,AXD-MEN-MIN-NVY,Size,XL,0,1,Color,Cobalt Blue,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-MIN-NVY-XXL,AXDORO Heavy Minimalist Drop-Shoulder Tee - Midnight Navy - XXL,1,0,visible,,,1,25,1249,949,,,,AXD-MEN-MIN-NVY,Size,XXL,0,1,Color,Cobalt Blue,0,1,Fabric,240 GSM Cotton,0,1
variable,AXD-MEN-HLF-MUS,AXDORO Heavy Half Sleeve Relaxed Crewneck Tee - Warm Ochre,1,0,visible,AXDORO Heavy Half Sleeve Relaxed Crewneck Tee - Warm Ochre. Crafted from premium 240 GSM combed cotton with structured masculine drape.,"<p>AXDORO Heavy Half Sleeve Relaxed Crewneck Tee - Warm Ochre. Crafted from premium 240 GSM combed cotton with structured masculine drape.</p><p>Crafted from substantial 240 GSM heavyweight cotton. Engineered with relaxed masculine drop-shoulder silhouette, reinforced ribbed collar, and durable double-needle stitching.</p><ul><li>Fabric: 240 GSM Cotton</li><li>Fit: Men's Relaxed Streetwear</li><li>Care: Machine wash cold, dry flat in shade</li></ul>",1,,1199,899,"Men's T-Shirts, Boxy Half Sleeve","menswear, men's t-shirts, 240 gsm, oversized, heavyweight, terracotta",https://images.unsplash.com/photo-1562157873-818bc0726f68?auto=format&fit=crop&w=800&q=80,,Size,"M, L, XL",1,1,Color,Terracotta,1,1,Fabric,240 GSM Cotton,1,1
variation,AXD-MEN-HLF-MUS-M,AXDORO Heavy Half Sleeve Relaxed Crewneck Tee - Warm Ochre - M,1,0,visible,,,1,25,1199,899,,,,AXD-MEN-HLF-MUS,Size,M,0,1,Color,Terracotta,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-HLF-MUS-L,AXDORO Heavy Half Sleeve Relaxed Crewneck Tee - Warm Ochre - L,1,0,visible,,,1,25,1199,899,,,,AXD-MEN-HLF-MUS,Size,L,0,1,Color,Terracotta,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-HLF-MUS-XL,AXDORO Heavy Half Sleeve Relaxed Crewneck Tee - Warm Ochre - XL,1,0,visible,,,1,25,1199,899,,,,AXD-MEN-HLF-MUS,Size,XL,0,1,Color,Terracotta,0,1,Fabric,240 GSM Cotton,0,1
variable,AXD-MEN-GRP-MNL,AXDORO Monolith Architectural Graphic Tee - Anthracite,1,1,visible,AXDORO Monolith Architectural Graphic Tee - Anthracite. Crafted from premium 240 GSM combed cotton with structured masculine drape.,"<p>AXDORO Monolith Architectural Graphic Tee - Anthracite. Crafted from premium 240 GSM combed cotton with structured masculine drape.</p><p>Crafted from substantial 240 GSM heavyweight cotton. Engineered with relaxed masculine drop-shoulder silhouette, reinforced ribbed collar, and durable double-needle stitching.</p><ul><li>Fabric: 240 GSM Cotton</li><li>Fit: Men's Relaxed Streetwear</li><li>Care: Machine wash cold, dry flat in shade</li></ul>",1,,1499,1199,"Men's T-Shirts, Graphic & Back-Print","menswear, men's t-shirts, 240 gsm, oversized, heavyweight, charcoal grey",https://images.unsplash.com/photo-1503341455253-b2e723bb3dbb?auto=format&fit=crop&w=800&q=80,,Size,"S, M, L, XL, XXL",1,1,Color,Charcoal Grey,1,1,Fabric,240 GSM Cotton,1,1
variation,AXD-MEN-GRP-MNL-S,AXDORO Monolith Architectural Graphic Tee - Anthracite - S,1,0,visible,,,1,25,1499,1199,,,,AXD-MEN-GRP-MNL,Size,S,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-GRP-MNL-M,AXDORO Monolith Architectural Graphic Tee - Anthracite - M,1,0,visible,,,1,25,1499,1199,,,,AXD-MEN-GRP-MNL,Size,M,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
variation,AXD-MEN-GRP-MNL-L,AXDORO Monolith Architectural Graphic Tee - Anthracite - L,1,0,visible,,,1,25,1499,1199,,,,AXD-MEN-GRP-MNL,Size,L,0,1,Color,Charcoal Grey,0,1,Fabric,240 GSM Cotton,0,1
